"Museumsname"	"Standort"	"Lat"	"Long"	"object"	"Hersteller.Künstler"	"Land.Ort"	"Lat_origin"	"Long_origin"
"Städt. Museum Haus Martfeld"	"Schwelm"	"51.29155"	"7.30840"	"decorative"	NA	"China"	"39.9064"	"116.3913"
"Städt. Museum Haus Martfeld"	"Schwelm"	"51.29155"	"7.30840"	"decorative"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"weaponry"	NA	"Afrika"	"0.876"	"17.232"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"decorative"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"Chines"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"Chines"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"Chines"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"decorative"	"Chin"	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"domestic"	NA	"China"	"39.9064"	"116.3913"
"Burghofmuseum"	"Soest"	"51.56844"	"8.11032"	"decorative"	"Chin"	"China"	"39.9064"	"116.3913"
"Heimathaus Münsterland"	"Telgte"	"51.98495"	"7.78635"	"domestic"	"s. n."	"Indien"	"28.5635"	"77.1528"
"Heimathaus Münsterland"	"Telgte"	"51.98495"	"7.78635"	"Deckchen"	"Taiwan"	"Taiwan"	"32.0535"	"118.7936"
"Heimathaus Münsterland"	"Telgte"	"51.98495"	"7.78635"	"clothing"	"China"	"China"	"39.9064"	"116.3913"
"Heimathaus Münsterland"	"Telgte"	"51.98495"	"7.78635"	"printed"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Heimathaus Münsterland"	"Telgte"	"51.98495"	"7.78635"	"decorative"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Heimathaus Münsterland"	"Telgte"	"51.98495"	"7.78635"	"playtoys"	"Deutschland"	"Deutschland"	"52.5173"	"13.3889"
"Heimathaus Münsterland"	"Telgte"	"51.98495"	"7.78635"	"decorative"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Heimathaus Münsterland"	"Telgte"	"51.98495"	"7.78635"	"money"	"Westafrika (Dt Kolonien)"	"Westafrika"	"-22.5586"	"17.0587"
"Museum Abtei Liesborn"	"Wadersloh"	"51.71257"	"8.25937"	"decorative"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Museum Abtei Liesborn"	"Wadersloh"	"51.71257"	"8.25937"	"decorative"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Museum Abtei Liesborn"	"Wadersloh"	"51.71257"	"8.25937"	"decorative"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Museum\"Im Stern\""	"Warburg"	"51.48780"	"9.14766"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Museum\"Im Stern\""	"Warburg"	"51.48780"	"9.14766"	"decorative"	"China"	"China"	"39.9064"	"116.3913"
"Museum\"Im Stern\""	"Warburg"	"51.48780"	"9.14766"	"decorative"	"China"	"China"	"39.9064"	"116.3913"
"Städt. Museum Warstein"	"Warstein"	"51.45133"	"8.35494"	"printed"	"China"	"China"	"39.9064"	"116.3913"
"Städt. Museum Warstein"	"Warstein"	"51.45133"	"8.35494"	"Tablett"	"Chna"	"Chna"	"39.9064"	"116.3913"
"Städt. Museum Warstein"	"Warstein"	"51.45133"	"8.35494"	"domestic"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Städt. Museum Warstein"	"Warstein"	"51.45133"	"8.35494"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Städt. Museum Warstein"	"Warstein"	"51.45133"	"8.35494"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Städt. Museum Warstein"	"Warstein"	"51.45133"	"8.35494"	"smoking"	"China"	"China"	"39.9064"	"116.3913"
"Heimatmuseum Am Rykenberg"	"Werl"	"51.55129"	"7.91379"	"decorative"	"China"	"China"	"39.9064"	"116.3913"
"Heimatmuseum Am Rykenberg"	"Werl"	"51.55129"	"7.91379"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Heimatmuseum Am Rykenberg"	"Werl"	"51.55129"	"7.91379"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Heimatmuseum"	"Werne"	"51.66351"	"7.63423"	"decorative"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Heimatkabinett"	"Westerholt"	"51.60008"	"7.09179"	"Sonnenuhr"	"China"	"China"	"39.9064"	"116.3913"
"Heimatkabinett"	"Westerholt"	"51.60008"	"7.09179"	"Reservistenstock"	"China"	"China"	"39.9064"	"116.3913"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"furniture"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Kalebasse"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Kalebasse"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Kalebasse"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Kalebasse"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"domestic"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"decorative"	"China"	"China"	"39.9064"	"116.3913"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"decorative"	"China"	"China"	"39.9064"	"116.3913"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"decorative"	"China"	"China"	"39.9064"	"116.3913"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"decorative"	"China"	"China"	"39.9064"	"116.3913"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Kelle"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"domestic"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"clothing"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"clothing"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"decorative"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"decorative"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"jewellery"	"Ostasien"	"Ostasien"	"42.52"	"122.61"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"playtoys"	"Ostasien"	"Ostasien"	"42.52"	"122.61"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"playtoys"	"Ostasien"	"Ostasien"	"42.52"	"122.61"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"playtoys"	"Ostasien"	"Ostasien"	"42.52"	"122.61"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"playtoys"	"Ostasien"	"Ostasien"	"42.52"	"122.61"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Sanza"	"Kamerun"	"Kamerun"	"3.8414"	"11.4921"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Idiophon"	"Kamerun"	"Kamerun"	"3.8414"	"11.4921"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"clothing"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Zopf"	"China"	"China"	"35.666"	"140.076"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Kalebasse"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"jewellery"	"Neuguinea"	"Neuguinea"	"-9.4744"	"147.1600"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"domestic"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"smoking"	"China"	"China"	"39.9064"	"116.3913"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"decorative"	"Mexiko"	"Mexiko"	"19.4375"	"-99.1353"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Opiumbeutel"	"China"	"China"	"39.9064"	"116.3913"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"decorative"	"China"	"China"	"39.9064"	"116.3913"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"China"	"China"	"39.9064"	"116.3913"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Tasche"	"Südamerika"	"Südamerika"	"-15.5582"	"-56.0483"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Geleitstab"	"Kamerun"	"Kamerun"	"3.8414"	"11.4921"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika (?)"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Kamerun"	"Kamerun"	"3.8414"	"11.4921"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Paddel"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Ruder"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Ruder"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Ruder"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"music"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"domestic"	"Ostasien"	"Ostasien"	"42.52"	"122.61"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Federhalter"	"Asien"	"Asien"	"43.8551"	"87.6316"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"domestic"	"Südasien"	"Südasien"	"26.9156"	"75.8190"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Japan"	"Japan"	"42.52"	"122.61"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"music"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"Schirm"	"Japan"	"Japan"	"42.52"	"122.61"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"clothing"	"Garmisch (Oberbayern)  S. B. Weber Großherzogl. Luxemb. Hoflieferant"	"Deutschland"	"47.4922"	"11.0821"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"clothing"	"China"	"China"	"39.9064"	"116.3913"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"clothing"	"China"	"China"	"39.9064"	"116.3913"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"clothing"	"China"	"China"	"39.9064"	"116.3913"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"clothing"	"China"	"China"	"39.9064"	"116.3913"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Städtisches Museum"	"Menden"	"51.43832"	"7.795261"	"clothing"	"China"	"China"	"39.9064"	"116.3913"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"music"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"printed"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"weaponry"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"weaponry"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"weaponry"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"smoking"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"music"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"weaponry"	"Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"weaponry"	"Südostasien (AsSo), Indonesien, Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"weaponry"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"weaponry"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"weaponry"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"weaponry"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"weaponry"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"weaponry"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"weaponry"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"weaponry"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"Laute (Holz) (hasapi)"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"music"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"printed"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"Grundplatte einer Tasche (hadjut) (Holz)"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"jewellery"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"jewellery"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"printed"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"furniture"	"Zentraleuropa (vermutlich)"	"Zentraleuropa"	"50.0781"	"14.4431"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"furniture"	"Zentraleuropa (vermutlich)"	"Zentraleuropa"	"50.0781"	"14.4431"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"China"	"China"	"39.9064"	"116.3913"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"furniture"	"Zentraleuropa (vermutlich)"	"Zentraleuropa"	"50.0781"	"14.4431"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"Fächer"	"China"	"China"	"39.9064"	"116.3913"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"China"	"China"	"39.9064"	"116.3913"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"furniture"	"Zentraleuropa (vermutlich)"	"Zentraleuropa"	"50.0781"	"14.4431"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"furniture"	"Grenzgebiet Türkei"	"Türkei"	"41.8568"	"43.4267"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"China oder Japan"	"Asien"	"42.52"	"122.61"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"domestic"	"Zentraleuropa (vermutlich)"	"Zentraleuropa"	"50.0781"	"14.4431"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"decorative"	"Nord-Sumatra"	"Sumatra"	"3.9242"	"108.2052"
